X,Y,TIME,EVENT ID
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
209.3333333,242.0952381,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
206,240.3636364,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
202.9565217,238.7826087,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
200.1666667,237.3333333,1653544828,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
197.6,236,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
195.2307692,234.7692308,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
193.037037,233.6296296,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
191,232.5714286,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
189.1034483,231.5862069,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
187.3333333,230.6666667,1653544829,1
862,184,1653544830,1
549.3333333,285.6666667,1653544829,2
581,124,1653544834,2
597.6666667,124,1653544834,2
601,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
602.4285714,124,1653544834,2
872,184,1653544835,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
254,184,1653544836,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
254,184,1653544836,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
279,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
287.3333333,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
291.5,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
294,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
295.6666667,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
296.8571429,184,1653544837,1
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
297.75,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
298.4444444,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
299,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
299.4545455,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
299.8333333,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
300.1538462,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544836,2
442,124,1653544836,2
300.4285714,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
442,124,1653544836,2
300.6666667,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
442,124,1653544836,2
300.875,184,1653544837,1
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
602.4285714,124,1653544834,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
872,184,1653544837,2
10,224,1653544837,2
304,184,1653544856,2
304,184,1653544856,2
304,184,1653544856,2
304,184,1653544856,2
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544856,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,364,1653544856,1
208,244,1653544859,2
304,184,1653544857,2
496,389,1653544859,1
208,244,1653544859,2
304,184,1653544857,2
496,397.3333333,1653544859,1
208,244,1653544859,2
304,184,1653544857,2
496,401.5,1653544860,1
208,244,1653544859,2
304,184,1653544857,2
496,404,1653544860,1
208,244,1653544859,2
304,184,1653544857,2
496,405.6666667,1653544860,1
208,244,1653544859,2
304,184,1653544857,2
496,406.8571429,1653544860,1
208,244,1653544859,2
304,184,1653544857,2
496,407.75,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,408.4444444,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
872,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
875.3333333,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
496,409,1653544861,1
208,244,1653544859,2
877.8823529,184,1653544863,2
304,184,1653544857,2
